FIPS,Admin2,Province_State,Lat,Long_,Combined_Key,vaccine_doses_administered_in_state,white_pop,black_pop,asian_pop,hisp_pop,Population,pop per sq mi,democrat_votes,republican_votes,democrat_percent,republican_percent,confirmed_cases,Country_Region
16071,Oneida,Idaho,42.1949428,-112.5407838,"Oneida, Idaho, US",752364,4415,22,18,201,4531,3.6,249,2148,10.159118727050185,87.63769889840881,347,US
16073,Owyhee,Idaho,42.58016894,-116.1693871,"Owyhee, Idaho, US",752364,10831,110,104,3046,11823,1.5,816,3819,17.207929143821172,80.53563897089836,1038,US
16075,Payette,Idaho,44.00545243,-116.7647695,"Payette, Idaho, US",752364,22486,124,226,4189,23951,55.6,2161,8862,19.13574780837687,78.4733905959444,2453,US
16077,Power,Idaho,42.69254894,-112.8395742,"Power, Idaho, US",752364,7079,88,34,2655,7681,5.6,865,2116,28.13923227065712,68.83539362394274,649,US
16079,Shoshone,Idaho,47.35364087,-115.8916749,"Shoshone, Idaho, US",752364,12104,124,52,463,12882,4.9,1693,4216,27.98809720614977,69.69747065630682,1050,US
16081,Teton,Idaho,43.75303583,-111.2056773,"Teton, Idaho, US",752364,11726,58,52,2027,12142,22.6,3318,2858,52.27666614148416,45.029147628801006,1166,US
16083,Twin Falls,Idaho,42.35440512,-114.6685381,"Twin Falls, Idaho, US",752364,81384,784,1308,14845,86878,40.2,9391,25897,25.728062244870003,70.94874113037999,9140,US
16085,Valley,Idaho,44.76728382,-115.5676773,"Valley, Idaho, US",752364,10917,72,74,532,11392,2.7,2976,3947,42.13507008353391,55.882769361461136,826,US
16087,Washington,Idaho,44.45275475,-116.7847688,"Washington, Idaho, US",752364,9609,72,100,1714,10194,7.0,1073,4154,20.07859281437126,77.73203592814372,1198,US
17001,Adams,Illinois,39.98815591,-91.18786813,"Adams, Illinois, US",5932882,60698,2702,526,1161,65435,78.5,8633,24220,25.749396009186626,72.24028395024905,8087,US
17003,Alexander,Illinois,37.18049267,-89.32910838,"Alexander, Illinois, US",5932882,3740,1760,12,107,5761,35.0,1114,1486,42.55156608097785,56.760886172650885,457,US
17005,Bond,Illinois,38.88829622,-89.43534887,"Bond, Illinois, US",5932882,14874,1566,188,594,16426,46.7,2288,5625,28.09085328422345,69.06077348066299,1939,US
17007,Boone,Illinois,42.32359279,-88.82345779,"Boone, Illinois, US",5932882,49530,1574,708,12187,53544,193.0,10542,13883,42.20345089875495,55.57868609632091,6125,US
17009,Brown,Illinois,39.96209138,-90.75068024,"Brown, Illinois, US",5932882,5165,2454,28,456,6578,22.7,486,1931,19.2780642602142,76.59658865529552,680,US
17011,Bureau,Illinois,41.40385234,-89.5283051,"Bureau, Illinois, US",5932882,31314,334,240,3086,32628,40.2,6669,10411,38.252839279568654,59.71664563496616,3425,US
17013,Calhoun,Illinois,39.16840183,-90.66330078,"Calhoun, Illinois, US",5932882,4658,24,4,68,4739,20.0,677,2046,24.422799422799425,73.80952380952381,504,US
17015,Carroll,Illinois,42.06823429,-89.93395545,"Carroll, Illinois, US",5932882,13763,204,70,559,14305,34.6,2748,5105,34.24725822532403,63.621635094715856,1644,US
17017,Cass,Illinois,39.96991073,-90.24734436,"Cass, Illinois, US",5932882,11136,736,100,2349,12147,36.3,1615,3625,30.374271205567048,68.17754372766598,1927,US
17019,Champaign,Illinois,40.13919438,-88.20046615,"Champaign, Illinois, US",5932882,150556,27518,23914,13117,209689,201.8,57067,35285,59.980870698534815,37.08667045048454,19058,US
17021,Christian,Illinois,39.54581621,-89.27780482,"Christian, Illinois, US",5932882,31091,882,170,555,32304,49.1,4335,11563,26.75265366576154,71.35892372253765,3417,US
17023,Clark,Illinois,39.33425789,-87.78705622,"Clark, Illinois, US",5932882,15113,80,30,237,15441,32.6,1993,6226,23.85112494016276,74.50933460986118,1727,US
17025,Clay,Illinois,38.75388572,-88.48914513,"Clay, Illinois, US",5932882,12823,82,86,213,13184,29.5,1129,5629,16.3955852454255,81.74557072320651,1457,US
17027,Clinton,Illinois,38.60704876,-89.42385254,"Clinton, Illinois, US",5932882,35295,2346,152,1198,37562,79.7,4493,14304,23.437663015127804,74.61658841940532,5674,US
17029,Coles,Illinois,39.51949084,-88.22358557,"Coles, Illinois, US",5932882,46983,2058,472,1380,50621,106.0,8067,14037,35.685216314252855,62.09413430062816,5433,US
17031,Cook,Illinois,41.84144849,-87.81658794,"Cook, Illinois, US",5932882,3370083,1116718,389382,1319283,5150233,5495.1,1725973,558269,74.34776690447413,24.047915860789168,499429,US
17033,Crawford,Illinois,39.0032229,-87.75954624,"Crawford, Illinois, US",5932882,17259,1800,90,431,18667,44.7,2202,7043,23.36339522546419,74.72679045092838,2064,US
17035,Cumberland,Illinois,39.27432424,-88.2401158,"Cumberland, Illinois, US",5932882,10499,56,52,119,10766,31.9,1142,4601,19.58161865569273,78.8923182441701,1266,US
17039,De Witt,Illinois,40.17514519,-88.90959682,"De Witt, Illinois, US",5932882,15158,194,58,436,15638,41.7,2191,5632,27.305583250249256,70.18943170488534,1331,US
17037,DeKalb,Illinois,41.89373302,-88.76958483,"DeKalb, Illinois, US",5932882,90547,7932,2736,12222,104897,166.6,24643,21905,51.52744380554104,45.80240460010455,8673,US
17041,Douglas,Illinois,39.76768052,-88.21854195,"Douglas, Illinois, US",5932882,18843,156,148,1423,19465,48.0,2335,6227,26.72236209658961,71.26344701304646,2520,US
17043,DuPage,Illinois,41.85116968,-88.08642662,"DuPage, Illinois, US",5932882,733314,45452,114704,134510,922921,2799.8,281222,193611,57.97148652660048,39.91123552887628,82163,US
17045,Edgar,Illinois,39.6809186,-87.74759563,"Edgar, Illinois, US",5932882,16775,110,52,231,17161,29.8,1887,6193,23.023426061493414,75.56124938994631,1633,US
17047,Edwards,Illinois,38.41353228,-88.05720863,"Edwards, Illinois, US",5932882,6222,34,18,89,6395,30.2,488,2833,14.49792038027332,84.16518122400475,541,US
17049,Effingham,Illinois,39.05935711,-88.58969584,"Effingham, Illinois, US",5932882,33173,244,230,782,34008,71.5,3716,15006,19.50758570003675,78.77578875531523,4580,US
17051,Fayette,Illinois,39.00072038,-89.02452658,"Fayette, Illinois, US",5932882,19953,1854,72,392,21336,30.9,1826,8055,18.158313444709627,80.10143198090692,3100,US
17053,Ford,Illinois,40.59706922,-88.22350769,"Ford, Illinois, US",5932882,12501,192,50,481,12961,29.0,1754,5048,25.2265209262189,72.60175463828563,1644,US
17055,Franklin,Illinois,37.99189086,-88.92567818,"Franklin, Illinois, US",5932882,37368,274,124,663,38469,96.8,4760,13622,25.555674863094595,73.13432835820896,4268,US
17057,Fulton,Illinois,40.47289135,-90.20862357,"Fulton, Illinois, US",5932882,32227,2568,108,1075,34340,42.8,6503,9867,38.99148578966303,59.16176999640245,3324,US
17059,Gallatin,Illinois,37.76430935,-88.22953869,"Gallatin, Illinois, US",5932882,4672,48,10,77,4828,17.3,622,2019,23.26103216155572,75.50486163051609,452,US
17061,Greene,Illinois,39.35907414,-90.388865,"Greene, Illinois, US",5932882,12618,280,38,168,12969,25.6,1349,4770,21.66372249879557,76.6018949735025,1404,US
17063,Grundy,Illinois,41.28569601,-88.41905692,"Grundy, Illinois, US",5932882,48798,942,374,5372,51054,119.8,9626,16523,36.06459106065715,61.90476190476191,5428,US
17065,Hamilton,Illinois,38.08163641,-88.53883373,"Hamilton, Illinois, US",5932882,7915,66,18,153,8116,19.5,824,3432,19.09617612977984,79.53650057937428,807,US
17067,Hancock,Illinois,40.40423981,-91.16313899,"Hancock, Illinois, US",5932882,17256,118,68,278,17708,24.1,2315,6906,24.67227965469466,73.60119364808698,1700,US
17069,Hardin,Illinois,37.51810645,-88.26873022,"Hardin, Illinois, US",5932882,3699,18,18,93,3821,24.3,449,1691,20.76780758556892,78.21461609620721,361,US
17071,Henderson,Illinois,40.81908672,-90.92491462,"Henderson, Illinois, US",5932882,6460,32,12,123,6646,19.3,1187,2394,32.547299149986294,65.64299424184262,519,US
17073,Henry,Illinois,41.3533994,-90.13296166,"Henry, Illinois, US",5932882,46771,1128,194,2928,48913,61.3,9797,15300,38.21728106104935,59.68402574605032,4522,US
17075,Iroquois,Illinois,40.74717633,-87.82466784,"Iroquois, Illinois, US",5932882,26129,432,128,1978,27114,26.6,2908,10877,20.73440285204991,77.55436720142602,2847,US
17077,Jackson,Illinois,37.78595185,-89.38232563,"Jackson, Illinois, US",5932882,44094,7858,2022,2641,56750,103.1,11181,10890,49.379499182970456,48.09433378969218,4748,US
17079,Jasper,Illinois,39.01054275,-88.15437049,"Jasper, Illinois, US",5932882,9449,36,18,177,9610,19.6,1007,4494,18.05954088952654,80.59540889526542,1132,US
17081,Jefferson,Illinois,38.29980057,-88.9240025,"Jefferson, Illinois, US",5932882,32921,4152,438,1095,37684,68.0,4608,12476,26.476672029418523,71.68467019076074,4075,US
17083,Jersey,Illinois,39.08869046,-90.35393073,"Jersey, Illinois, US",5932882,21008,200,76,314,21773,62.2,2961,8712,24.805227444081428,72.98316159839156,2564,US
17085,Jo Daviess,Illinois,42.36542373,-90.21094405,"Jo Daviess, Illinois, US",5932882,20660,196,86,670,21235,37.7,5109,7166,40.88508322663253,57.34635083226632,1688,US
17087,Johnson,Illinois,37.45939802,-88.88165419,"Johnson, Illinois, US",5932882,11298,1708,26,390,12417,36.6,1281,5059,19.900574801926364,78.59251203977009,1373,US
17089,Kane,Illinois,41.93842729,-88.42861412,"Kane, Illinois, US",5932882,460805,31606,22278,172361,532403,990.8,130166,96775,56.1360382273284,41.7356690645,53004,US
17091,Kankakee,Illinois,41.13746989,-87.86205334,"Kankakee, Illinois, US",5932882,89385,16090,1146,11917,109862,167.7,20271,28532,40.62161837200914,57.17606508757164,13032,US
17093,Kendall,Illinois,41.59081014,-88.42869583,"Kendall, Illinois, US",5932882,110836,10118,4012,25862,128990,358.2,33168,29492,51.84606246287554,46.09997811610967,11719,US
17095,Knox,Illinois,40.93148779,-90.2133034,"Knox, Illinois, US",5932882,43452,5462,428,2992,49699,73.9,10703,12009,46.24724538737415,51.89042042950353,5139,US
17099,LaSalle,Illinois,41.3442613,-88.88633881,"LaSalle,Illinois,US",5932882,102498,4544,748,11142,108669,100.4,22442,30113,41.876434475938126,56.19040510533485,11318,US
17097,Lake,Illinois,42.3224907,-88.00367925,"Lake, Illinois, US",5932882,563477,50954,57038,156272,696535,1585.6,204032,123594,61.05506961879483,36.984591997653936,62368,US
17101,Lawrence,Illinois,38.71987914,-87.72884035,"Lawrence, Illinois, US",5932882,13727,3074,108,624,15678,45.2,1419,4886,22.13383247543285,76.21275931991889,2372,US
17103,Lee,Illinois,41.74583951,-89.29977132,"Lee, Illinois, US",5932882,31259,3304,258,2248,34096,49.7,6407,9630,39.07422089406599,58.730255534549,3725,US
17105,Livingston,Illinois,40.89188292,-88.55784752,"Livingston, Illinois, US",5932882,33114,1858,322,1694,35648,37.3,4615,12208,26.87201583789449,71.0841970420403,4420,US
17107,Logan,Illinois,40.12581572,-89.36638784,"Logan, Illinois, US",5932882,25380,3176,212,992,28618,49.0,3840,9136,28.88521137355198,68.72273205957575,3476,US
17115,Macon,Illinois,39.86064913,-88.96342505,"Macon, Illinois, US",5932882,80810,17196,1190,2489,104009,190.8,19847,28589,40.18424782344604,57.88418708240535,9900,US
17117,Macoupin,Illinois,39.26119767,-89.92424028,"Macoupin, Illinois, US",5932882,43606,466,128,568,44926,55.4,7365,16153,30.65939555407543,67.24252768295729,4502,US
17119,Madison,Illinois,38.83042506,-89.90422563,"Madison, Illinois, US",5932882,230444,21410,2440,9035,262966,376.3,57836,76031,42.1732694565368,55.44083010668008,29259,US
17121,Marion,Illinois,38.64963204,-88.91899208,"Marion, Illinois, US",5932882,34500,1636,200,799,37205,68.9,4524,12678,25.91362126245847,72.6200022912132,4365,US
17123,Marshall,Illinois,41.0327901,-89.34510444,"Marshall, Illinois, US",5932882,11087,94,48,339,11438,32.7,2005,4197,31.654562677612887,66.26144616356173,925,US
17125,Mason,Illinois,40.23917274,-89.91824452,"Mason, Illinois, US",5932882,13002,116,48,163,13359,27.2,1985,4654,29.337865799586165,68.7851019804907,1353,US
17127,Massac,Illinois,37.22078441,-88.71036614,"Massac, Illinois, US",5932882,12446,842,76,437,13772,65.0,1725,4997,25.31924262439454,73.34507559078233,1307,US
17109,McDonough,Illinois,40.45674722,-90.67775541,"McDonough, Illinois, US",5932882,26682,1522,742,874,29682,55.3,4992,7027,40.63492063492063,57.1998371998372,2441,US
17111,McHenry,Illinois,42.32451172,-88.45248227,"McHenry, Illinois, US",5932882,286185,5980,8378,42737,307774,511.9,78154,82260,47.690064010642,50.19557112259655,25658,US
17113,McLean,Illinois,40.48996987,-88.84621113,"McLean, Illinois, US",5932882,143541,13860,9094,8862,171517,143.3,43933,40502,50.49654030941817,46.55295280568263,15719,US
17129,Menard,Illinois,40.02742725,-89.80246001,"Menard, Illinois, US",5932882,11813,116,30,196,12196,40.4,2022,4764,29.18591224018476,68.76443418013857,1141,US
17131,Mercer,Illinois,41.20596782,-90.74290052,"Mercer, Illinois, US",5932882,15025,130,60,409,15437,29.3,3280,5418,36.88294163949173,60.92432250084337,1322,US
17133,Monroe,Illinois,38.27594376,-90.17761038,"Monroe, Illinois, US",5932882,33834,156,146,570,34637,85.6,6569,14142,31.062038963495365,66.87157177983734,4212,US
17135,Montgomery,Illinois,39.23198845,-89.47809254,"Montgomery, Illinois, US",5932882,26898,1884,122,526,28414,42.8,3905,9544,28.44758505135864,69.52720914985065,3600,US
17137,Morgan,Illinois,39.71654544,-90.20255104,"Morgan, Illinois, US",5932882,30260,3238,278,903,33658,62.5,5076,9950,33.15696649029982,64.9944477104971,3699,US
17139,Moultrie,Illinois,39.64187451,-88.62099969,"Moultrie, Illinois, US",5932882,14135,120,36,246,14501,44.2,1662,4964,24.64412811387901,73.6061684460261,1534,US
17141,Ogle,Illinois,42.04165196,-89.32184679,"Ogle, Illinois, US",5932882,48662,728,290,5326,50643,70.5,9428,16248,35.88611449451888,61.84531059683312,5438,US
17143,Peoria,Illinois,40.78702156,-89.76078901,"Peoria, Illinois, US",5932882,131748,31572,7718,9056,179179,301.2,43578,38252,51.89525204530028,45.55273718933467,18760,US
17145,Perry,Illinois,38.08510853,-89.36856219,"Perry, Illinois, US",5932882,18384,3374,140,674,20916,50.6,2612,7313,25.982293842634043,72.74445439172386,3113,US
17147,Piatt,Illinois,40.01360584,-88.59319339,"Piatt, Illinois, US",5932882,15908,132,74,250,16344,38.1,3329,6248,33.89330075341071,63.61229892079007,1392,US
17149,Pike,Illinois,39.62265059,-90.8877017,"Pike, Illinois, US",5932882,15101,396,54,223,15561,19.8,1484,6332,18.66901497043653,79.65781859353378,1735,US
17151,Pope,Illinois,37.41391284,-88.56152109,"Pope, Illinois, US",5932882,3846,316,14,72,4177,12.1,433,1722,19.908045977011493,79.17241379310344,302,US
17153,Pulaski,Illinois,37.22631423,-89.13085001,"Pulaski, Illinois, US",5932882,3460,1550,10,134,5335,30.9,891,1699,33.95579268292683,64.7484756097561,673,US
17155,Putnam,Illinois,41.2013541,-89.2869272,"Putnam, Illinois, US",5932882,5570,52,20,359,5739,37.5,1338,1993,39.469026548672566,58.790560471976406,432,US
17157,Randolph,Illinois,38.05095369,-89.82512254,"Randolph, Illinois, US",5932882,27697,5788,148,1054,31782,58.2,3592,11076,24.121952857430664,74.38049828755624,4045,US
17159,Richland,Illinois,38.71240969,-88.08475366,"Richland, Illinois, US",5932882,14959,172,120,295,15513,45.1,1830,6089,22.69626689817685,75.51779734590103,1688,US
17161,Rock Island,Illinois,41.46613806,-90.57042164,"Rock Island, Illinois, US",5932882,117191,16444,3954,18753,141879,345.0,36691,28603,54.96120315168219,42.845801252284375,13735,US
17165,Saline,Illinois,37.75332999,-88.54119706,"Saline, Illinois, US",5932882,21820,1104,118,409,23491,65.6,2789,8103,25.20332550153624,73.22429061991687,2438,US
17167,Sangamon,Illinois,39.75836914,-89.65872023,"Sangamon, Illinois, US",5932882,159640,23812,4132,4728,194672,227.4,48917,53485,46.69791507560715,51.058691003513054,17021,US
17169,Schuyler,Illinois,40.1571798,-90.61114163,"Schuyler, Illinois, US",5932882,6431,394,14,157,6768,17.3,1068,2773,27.342549923195087,70.99334357398874,687,US
17171,Scott,Illinois,39.6429169,-90.47814431,"Scott, Illinois, US",5932882,4824,42,6,71,4951,21.3,572,2114,20.898794300328827,77.23785166240408,457,US
17173,Shelby,Illinois,39.39133527,-88.80611122,"Shelby, Illinois, US",5932882,21200,114,70,249,21634,29.5,2504,9426,20.699346945523683,77.92014549061751,2210,US
17163,St. Clair,Illinois,38.46996033,-89.93063427,"St. Clair, Illinois, US",5932882,168280,72736,3282,11215,259686,410.6,68325,57150,53.34098414408507,44.61671780218751,26648,US
17175,Stark,Illinois,41.09309773,-89.79745866,"Stark, Illinois, US",5932882,5159,36,30,109,5342,20.8,815,2004,28.26916406520985,69.51092611862643,555,US
17177,Stephenson,Illinois,42.35129217,-89.662598,"Stephenson, Illinois, US",5932882,37993,4614,272,1914,44498,84.5,9055,12521,41.06948476052249,56.78973149492017,4291,US
17179,Tazewell,Illinois,40.50716185,-89.51404662,"Tazewell, Illinois, US",5932882,126353,2344,1000,3237,131803,208.6,24819,42513,35.94247813242195,61.566645426635006,14571,US
17181,Union,Illinois,37.47119609,-89.25548938,"Union, Illinois, US",5932882,15940,274,70,881,16653,43.1,2579,6161,29.023182534323656,69.33378347963088,2226,US
17183,Vermilion,Illinois,40.18417171,-87.73384359,"Vermilion, Illinois, US",5932882,62237,11110,600,3982,75758,90.9,10323,20725,32.684270516717326,65.6186676798379,8893,US
17185,Wabash,Illinois,38.44272901,-87.84922065,"Wabash, Illinois, US",5932882,11040,140,172,363,11520,53.5,1253,4237,22.40300375469337,75.75540854639729,1334,US
17187,Warren,Illinois,40.84925021,-90.6147432,"Warren, Illinois, US",5932882,15517,580,456,1662,16844,32.6,3090,4676,39.06941459097232,59.12251864963965,1692,US
17189,Washington,Illinois,38.35309213,-89.40982703,"Washington, Illinois, US",5932882,13503,162,60,200,13887,26.2,1641,6115,20.76689445709947,77.38547203239686,1614,US
17191,Wayne,Illinois,38.42955355,-88.42586459,"Wayne, Illinois, US",5932882,15787,112,84,260,16215,23.5,1187,7176,13.98774452038652,84.56280933301909,1709,US
17193,White,Illinois,38.08706198,-88.17657461,"White, Illinois, US",5932882,13144,136,62,210,13537,29.6,1517,5791,20.441988950276244,78.0353052149306,1654,US
17195,Whiteside,Illinois,41.75509713,-89.91556058,"Whiteside, Illinois, US",5932882,52588,1114,252,6814,55175,85.5,12253,14527,44.75981735159817,53.06666666666666,6364,US
17197,Will,Illinois,41.44619267,-87.97862712,"Will, Illinois, US",5932882,547042,82934,40022,125375,690743,809.6,183915,155116,53.29247620289477,44.94747975253908,68663,US
17199,Williamson,Illinois,37.73033511,-88.92994027,"Williamson, Illinois, US",5932882,60999,3812,730,1817,66597,157.9,10206,22801,30.327162511514576,67.75324636733724,7053,US
17201,Winnebago,Illinois,42.33641854,-89.16085327,"Winnebago, Illinois, US",5932882,224992,37638,7748,38180,282572,575.2,64056,60861,50.15778057928571,47.65599918564863,29362,US
17203,Woodford,Illinois,40.78579374,-89.20973757,"Woodford, Illinois, US",5932882,37290,332,302,735,38459,73.3,6160,14799,28.74206793579694,69.05095184770437,4043,US
18001,Adams,Indiana,40.7457653,-84.93671406,"Adams, Indiana, US",2793014,34995,216,142,1623,35777,101.4,3236,10686,22.774297980153424,75.20585544373284,3338,US
18003,Allen,Indiana,41.09194313,-85.06800636,"Allen, Indiana, US",2793014,302000,43346,17652,29356,379299,540.6,73189,92083,43.2860978696727,54.46055759927136,37855,US
18005,Bartholomew,Indiana,39.20744865,-85.89558181,"Bartholomew, Indiana, US",2793014,72810,2278,8274,6019,83779,188.7,12934,22410,35.69477024975852,61.84628121981509,7718,US
18007,Benton,Indiana,40.60626947,-87.31093999,"Benton, Indiana, US",2793014,8479,122,12,476,8748,21.8,1009,3007,24.52600875060768,73.09188138065143,931,US
18009,Blackford,Indiana,40.47388153,-85.32499702,"Blackford, Indiana, US",2793014,11378,128,26,206,11758,77.3,1376,3841,25.71481965987666,71.78097551859466,1304,US
18011,Boone,Indiana,40.0509304,-86.46841646,"Boone, Indiana, US",2793014,62809,1480,2202,2157,67843,133.9,15244,22351,39.5742471443406,58.02440290758047,6372,US
18013,Brown,Indiana,39.19605589,-86.22868909,"Brown, Indiana, US",2793014,14606,126,44,278,15092,48.9,3036,5777,33.80469880859592,64.32468544705489,972,US
18015,Carroll,Indiana,40.5807832,-86.56198812,"Carroll,Indiana,US",2793014,19710,248,26,869,20257,54.1,2224,7086,23.42285413375461,74.62875197472354,1814,US
18017,Cass,Indiana,40.76135835,-86.34830753,"Cass, Indiana, US",2793014,34863,1094,858,6207,37689,94.5,4304,10552,28.31951572575339,69.43018818265561,5625,US
18019,Clark,Indiana,38.48015445,-85.70510334,"Clark, Indiana, US",2793014,103348,9774,1246,6704,118302,295.6,23093,33668,39.90564896576751,58.17968169486254,12441,US
18021,Clay,Indiana,39.39561833,-87.11723506,"Clay, Indiana, US",2793014,25485,236,100,390,26225,75.2,2552,9499,20.803782505910164,77.43539577728866,2472,US
18023,Clinton,Indiana,40.30319754,-86.47277257,"Clinton, Indiana, US",2793014,31460,316,118,5342,32399,82.0,3361,9334,25.955672252683605,72.0827863155456,4071,US
18025,Crawford,Indiana,38.28814402,-86.44518825,"Crawford, Indiana, US",2793014,10268,92,24,164,10577,35.1,1355,3483,27.40695792880259,70.44902912621359,962,US
18027,Daviess,Indiana,38.70186039,-87.07185406,"Daviess, Indiana, US",2793014,31881,886,164,1747,33351,73.7,2169,9576,18.144554124142545,80.10707712899448,2877,US
18033,DeKalb,Indiana,41.39804622,-84.99906934,"DeKalb, Indiana, US",2793014,42323,280,186,1237,43475,116.4,4966,14237,25.30059099245976,72.53413490931322,3976,US
18029,Dearborn,Indiana,39.14647946,-84.97333539,"Dearborn, Indiana, US",2793014,48114,390,192,695,49458,164.1,5446,19528,21.455304731513216,76.93338060906906,5598,US
18031,Decatur,Indiana,39.30712658,-85.50087166,"Decatur, Indiana, US",2793014,25638,204,470,560,26559,69.1,2439,9575,19.850248229836414,77.92789126719298,2763,US
18035,Delaware,Indiana,40.22787247,-85.39732772,"Delaware, Indiana, US",2793014,101244,8222,1456,3004,114135,300.1,20474,26827,42.485111327841295,55.66807080160196,10138,US
18037,Dubois,Indiana,38.36597551,-86.8792417,"Dubois, Indiana, US",2793014,41465,394,290,3724,42736,98.0,6292,15033,28.90215893431328,69.05374368396876,6031,US
18039,Elkhart,Indiana,41.59761169,-85.85875695,"Elkhart, Indiana, US",2793014,184614,12688,2214,34580,206341,426.5,26108,46972,35.09753048247678,63.145442079933325,26377,US
18041,Fayette,Indiana,39.63684962,-85.17797541,"Fayette, Indiana, US",2793014,22279,354,74,339,23102,112.9,2237,7755,22.069850039463297,76.50947119179163,2753,US
18043,Floyd,Indiana,38.32117957,-85.90385377,"Floyd, Indiana, US",2793014,71030,4202,864,2765,78522,504.1,17511,23400,41.89034017511124,55.97818286206402,7436,US
18045,Fountain,Indiana,40.12361933,-87.24217689,"Fountain, Indiana, US",2793014,15922,112,34,435,16346,43.6,1629,6154,20.39819684447784,77.05985474580515,2062,US
18047,Franklin,Indiana,39.4142482,-85.06062647,"Franklin, Indiana, US",2793014,22224,82,134,289,22758,60.1,2137,9691,17.808333333333334,80.75833333333333,1633,US
18049,Fulton,Indiana,41.0469907,-86.26252745,"Fulton, Indiana, US",2793014,19178,206,118,1080,19974,56.6,2280,6694,24.926205313217448,73.18246419591122,1869,US
18051,Gibson,Indiana,38.30393723,-87.58054938,"Gibson, Indiana, US",2793014,31760,1034,144,605,33659,68.7,4023,11817,24.89326155559681,73.12047521811769,4209,US
18053,Grant,Indiana,40.51587228,-85.65468702,"Grant, Indiana, US",2793014,58162,4904,538,2898,65769,169.2,8015,18543,29.511395854044697,68.27570970948857,6648,US
18055,Greene,Indiana,39.03630547,-86.96223202,"Greene, Indiana, US",2793014,31222,94,112,512,31922,61.1,3389,11103,22.923430735930737,75.10146103896103,2671,US
18057,Hamilton,Indiana,40.07306535,-86.05244729,"Hamilton, Indiana, US",2793014,292605,15204,21378,14447,338011,696.4,88390,101587,45.56209052623982,52.36470291083975,33520,US
18059,Hancock,Indiana,39.82304555,-85.77566351,"Hancock, Indiana, US",2793014,73381,2574,620,2032,78168,228.8,12895,28996,30.05056978397148,67.57241732889003,7705,US
18061,Harrison,Indiana,38.19467379,-86.10948271,"Harrison, Indiana, US",2793014,39358,350,136,837,40515,81.2,5343,14565,26.403439414904128,71.9756868946432,4215,US
18063,Hendricks,Indiana,39.76719009,-86.51037283,"Hendricks, Indiana, US",2793014,147426,14638,5184,7324,170311,357.4,32604,53802,36.83859668945257,60.78978588780295,16386,US
18065,Henry,Indiana,39.93029017,-85.39625719,"Henry, Indiana, US",2793014,45622,2240,198,962,47972,126.2,5544,15043,26.3623395149786,71.53114598193058,5517,US
18067,Howard,Indiana,40.48527731,-86.11351892,"Howard, Indiana, US",2793014,72219,6506,1120,2922,82544,282.4,13303,26449,32.7418163918287,65.09721880383952,9451,US
18069,Huntington,Indiana,40.82907273,-85.48822092,"Huntington, Indiana, US",2793014,35309,302,214,1007,36520,97.0,4255,13147,23.86561220483481,73.73941331538505,3677,US
18071,Jackson,Indiana,38.9091582,-86.03851889,"Jackson, Indiana, US",2793014,41519,648,1356,3436,44231,83.2,4302,14555,22.36199189104897,75.65755276016219,4825,US
18073,Jasper,Indiana,41.02078733,-87.11553319,"Jasper, Indiana, US",2793014,32554,384,142,2069,33562,59.8,3798,11383,24.54281098546042,73.55735056542811,3337,US
18075,Jay,Indiana,40.43781032,-85.00576229,"Jay, Indiana, US",2793014,19942,140,62,663,20436,55.4,1926,6361,22.763266753338847,75.18023874246543,1829,US
18077,Jefferson,Indiana,38.78576239,-85.43633383,"Jefferson, Indiana, US",2793014,30680,578,248,969,32308,89.9,4731,9663,32.19024290671565,65.74811185956318,3015,US
18079,Jennings,Indiana,38.99588883,-85.62710784,"Jennings, Indiana, US",2793014,26886,272,100,728,27735,75.7,2523,9490,20.59423720512612,77.4630642396539,2228,US
18081,Johnson,Indiana,39.48994426,-86.10149107,"Johnson, Indiana, US",2793014,144202,4492,6284,5938,158167,435.8,24736,51219,31.868896390012623,65.98855935478883,17080,US
18083,Knox,Indiana,38.68861576,-87.4194665,"Knox, Indiana, US",2793014,34496,1394,330,825,36594,74.5,4067,11655,25.40128661545188,72.79370432827432,3607,US
18085,Kosciusko,Indiana,41.24521668,-85.86312322,"Kosciusko, Indiana, US",2793014,75660,1104,1534,6483,79456,145.6,8364,26499,23.371615391063795,74.04644144521754,8865,US
18087,LaGrange,Indiana,41.64232188,-85.42674232,"LaGrange, Indiana, US",2793014,38776,256,168,1666,39614,97.8,2355,8110,22.148029718799965,76.27198344775698,2467,US
18091,LaPorte,Indiana,41.54366008,-86.74072188,"LaPorte, Indiana, US",2793014,93242,15136,650,7581,109888,186.3,22427,25997,45.40613864593456,52.63402980239715,10303,US
18089,Lake,Indiana,41.41874274,-87.38277575,"Lake, Indiana, US",2793014,345938,107200,7960,95254,485493,994.1,124870,91760,56.77044499809053,41.7174343959701,50059,US
18093,Lawrence,Indiana,38.84112637,-86.48361629,"Lawrence, Indiana, US",2793014,44029,278,270,792,45370,102.7,4961,15601,23.595719381688465,74.20214030915577,4255,US
18095,Madison,Indiana,40.16143691,-85.71964711,"Madison, Indiana, US",2793014,114461,12564,682,5648,129569,291.3,19524,31215,37.69621377406213,60.26876218794045,12084,US
18097,Marion,Indiana,39.78163624,-86.13826325,"Marion, Indiana, US",2793014,612791,259148,37232,105062,964582,2279.6,247772,134175,63.59340791901832,34.43748893149461,93681,US
